filing_id,company_id,filing_date,promoter_holding_pct,promoter_shares_pledged_pct,institutional_holding_pct,public_holding_pct,source_document_id
3f4fad43-797b-4cfc-b800-10a3f81c847b,21STCENMGM,31-MAR-201,0.0,0.0,0.0,0.0,
3b0f3c76-84e9-497a-9555-37826474f069,21STCENMGM,31-DEC-201,0.0,0.0,0.0,0.0,
8c3b4d37-2676-45d7-a8e1-39afcd074547,21STCENMGM,30-SEP-201,0.0,0.0,0.0,0.0,
c48893bb-4ed8-4200-8fb9-77b12e4e5606,21STCENMGM,30-JUN-201,0.0,0.0,0.0,0.0,
b41b09ae-6a59-4ab6-8088-2a8b29fc4e65,21STCENMGM,31-MAR-201,0.0,0.0,0.0,0.0,
6727cfa9-cc50-4bab-9189-0c5eabc43318,21STCENMGM,31-DEC-201,0.0,0.0,0.0,0.0,
22fd767a-8025-44e1-910e-0c1399e00fb7,21STCENMGM,30-SEP-201,0.0,0.0,0.0,0.0,
dbe9c3ee-bbef-4f13-ba34-7ed39b791f14,21STCENMGM,30-JUN-201,0.0,0.0,0.0,0.0,
f06cac44-9605-4da1-bd0b-46baf6d119a8,21STCENMGM,31-MAR-201,0.0,0.0,0.0,0.0,
fdc7ff1c-304d-441b-ba85-48446eddc8f9,21STCENMGM,31-DEC-201,0.0,0.0,0.0,0.0,
ee77320d-798f-4f27-abd3-f73eda78e9e5,21STCENMGM,30-SEP-201,0.0,0.0,0.0,0.0,
7e4cd665-8568-4cc0-a0ea-d521e2107974,21STCENMGM,30-JUN-201,0.0,0.0,0.0,0.0,
b9dbc816-d065-4bfd-9de6-9f80eeb69d68,21STCENMGM,31-MAR-201,0.0,0.0,0.0,0.0,
d5b7f679-29e7-4d0c-b709-b1cc6f215c09,21STCENMGM,31-DEC-201,0.0,0.0,0.0,0.0,
1f14bb4b-aca6-4c4d-9891-f17c727632de,21STCENMGM,30-SEP-201,0.0,0.0,0.0,0.0,
a932c09a-cc43-485d-a7c5-706674149542,21STCENMGM,30-JUN-201,0.0,0.0,0.0,0.0,
d0bfe6c0-fcbc-45b2-90e1-bbfdd4de578f,21STCENMGM,31-DEC-201,0.0,0.0,0.0,0.0,
9eaa696a-6ff1-4f75-a847-9ab3e5f6fa40,21STCENMGM,30-SEP-201,0.0,0.0,0.0,0.0,
b47f78a7-9ad5-4392-a805-48aaa1f60d2f,21STCENMGM,31-MAR-201,0.0,0.0,0.0,0.0,
4f4396cb-4f96-4567-8fcb-3227ffa9ad77,21STCENMGM,31-DEC-201,0.0,0.0,0.0,0.0,
83d47e0c-8416-4f7d-8e10-059b9a6d7e61,21STCENMGM,30-SEP-201,0.0,0.0,0.0,0.0,
cd33ba4f-28fc-41e9-bb1b-5aba34baec78,21STCENMGM,30-JUN-201,0.0,0.0,0.0,0.0,
40a0db83-c5c8-4c32-941e-bf28a4b8864b,21STCENMGM,31-MAR-201,0.0,0.0,0.0,0.0,
96af452e-b1c5-48b6-a437-49ea18339ff4,21STCENMGM,31-DEC-201,0.0,0.0,0.0,0.0,
b431eeea-ce89-4f19-9cbc-bfc4969b50eb,21STCENMGM,30-SEP-201,0.0,0.0,0.0,0.0,
32a3c4d4-5483-4832-b08f-15b5c96f4db5,21STCENMGM,30-JUN-201,0.0,0.0,0.0,0.0,
26b9e84b-d9ae-42f5-b421-4f54b16092a2,21STCENMGM,31-MAR-201,0.0,0.0,0.0,0.0,
2da7eee9-215b-4b59-9f05-60b076829ad8,21STCENMGM,31-DEC-200,0.0,0.0,0.0,0.0,
e5e95c29-706f-4d95-a4b6-5391a56b5f43,21STCENMGM,30-SEP-200,0.0,0.0,0.0,0.0,
8eefc633-3250-4fcc-aa0f-ed0738d37e50,21STCENMGM,30-JUN-200,0.0,0.0,0.0,0.0,
0b63783f-a5bd-4d3f-a371-0a78fc92afbf,21STCENMGM,31-MAR-200,0.0,0.0,0.0,0.0,
eea03997-276a-4e69-8453-444c014e0a06,21STCENMGM,31-DEC-200,0.0,0.0,0.0,0.0,
e12b553b-833f-4d0e-9e2d-1c35e6200c81,21STCENMGM,30-SEP-200,0.0,0.0,0.0,0.0,
bfd72144-a75a-42c2-86d7-2cdba167916a,21STCENMGM,30-JUN-200,0.0,0.0,0.0,0.0,
98fcfa0b-fea0-4afa-811a-7bb0dab915fb,21STCENMGM,31-MAR-200,0.0,0.0,0.0,0.0,
2cdf24fd-8790-477f-abf1-c1d2787fd354,21STCENMGM,31-DEC-200,0.0,0.0,0.0,0.0,
c6ed2350-4392-4cad-a164-9c699edda90a,21STCENMGM,30-SEP-200,0.0,0.0,0.0,0.0,
f2d1ea77-243a-44dd-a8b0-d183c46add4c,21STCENMGM,30-JUN-200,0.0,0.0,0.0,0.0,
5bfd6552-655e-40c2-b1a6-44ceaf60c9aa,21STCENMGM,31-MAR-200,0.0,0.0,0.0,0.0,
f159900a-1f0c-4a0b-8b34-6c88f6e29356,21STCENMGM,31-DEC-200,0.0,0.0,0.0,0.0,
be8f14ab-df97-466d-b9e6-92b97aacd64e,21STCENMGM,30-SEP-200,0.0,0.0,0.0,0.0,
581197cc-01c9-4738-b6ff-59e5f73e939a,21STCENMGM,30-JUN-200,0.0,0.0,0.0,0.0,
d3dc80e6-e257-4dbe-ad3a-527bf3905e3d,21STCENMGM,31-MAR-200,0.0,0.0,0.0,0.0,
4e645700-f3d9-4c39-9992-b0535bac69d2,21STCENMGM,31-DEC-200,0.0,0.0,0.0,0.0,
ff39486b-ed02-41a4-85e0-729a8346e6f3,21STCENMGM,30-SEP-200,0.0,0.0,0.0,0.0,
61ee8b96-5ec9-4831-b177-269711ad49e6,21STCENMGM,30-JUN-200,0.0,0.0,0.0,0.0,
2dbf3065-3e3f-4c84-801d-418b18f86de0,360ONE,31-DEC-202,0.0,0.0,0.0,0.0,
e5349009-525e-4654-bc78-69f8d0d27973,360ONE,30-SEP-202,0.0,0.0,0.0,0.0,
8dbd85c1-d5b5-4d94-9f44-53f8ba07bbb1,360ONE,30-JUN-202,0.0,0.0,0.0,0.0,
16428dcd-4c3b-43bd-a6be-6e793d9bb49a,360ONE,27-MAY-202,0.0,0.0,0.0,0.0,
48a8ab5a-8e52-44f6-837f-db7b44926446,360ONE,31-MAR-202,0.0,0.0,0.0,0.0,
95f22df9-a554-4f81-89aa-9dae650ed303,360ONE,31-DEC-202,0.0,0.0,0.0,0.0,
57e137a4-275e-49eb-b528-7cff9cde758d,360ONE,29-OCT-202,0.0,0.0,0.0,0.0,
8740f5be-ac56-45f9-a082-8ef1b393bf90,360ONE,30-SEP-202,0.0,0.0,0.0,0.0,
4687b91f-6312-47da-9600-c1567a3b9a98,360ONE,30-JUN-202,0.0,0.0,0.0,0.0,
f0f0536a-9b5d-4500-b380-d96e1de381c1,360ONE,31-MAR-202,0.0,0.0,0.0,0.0,
d381d98a-2b8e-4aa7-9ec4-d2f83a575043,360ONE,31-DEC-202,0.0,0.0,0.0,0.0,
0f3b7623-f7d2-4b4b-ab5b-25129a5b16e0,360ONE,30-SEP-202,0.0,0.0,0.0,0.0,
ca1ea7de-587a-44dc-a0a0-06400d5fb33e,360ONE,30-JUN-202,0.0,0.0,0.0,0.0,
5622bce6-3985-43f3-82d1-e82194b781b7,360ONE,31-MAR-202,0.0,0.0,0.0,0.0,
22434149-0319-4626-b9e9-daa82a7867f9,360ONE,03-MAR-202,0.0,0.0,0.0,0.0,
ee87dc32-b833-4003-88f6-2f04ff5a9152,360ONE,31-DEC-202,0.0,0.0,0.0,0.0,
01b18335-1b6e-4add-aa1a-5e5e6d0fb515,360ONE,30-SEP-202,0.0,0.0,0.0,0.0,
106b9be0-02a7-4a50-89d4-ee24b51dc33b,360ONE,30-JUN-202,0.0,0.0,0.0,0.0,
9f8a433f-3296-4ccc-a0ab-15694aa9ec11,360ONE,31-MAR-202,0.0,0.0,0.0,0.0,
8a0a7ca4-8d34-43a9-b909-4adea34f5999,360ONE,31-DEC-202,0.0,0.0,0.0,0.0,
f93440a0-b4d1-461e-997b-8de4237e2f32,360ONE,30-SEP-202,0.0,0.0,0.0,0.0,
5d9c7b48-0803-4b0d-8c64-073323ceaeda,360ONE,30-JUN-202,0.0,0.0,0.0,0.0,
31c610dd-8725-4b83-8ca7-f751a5f6372d,360ONE,31-MAR-202,0.0,0.0,0.0,0.0,
5a731484-ae68-4c9e-968e-511be00207af,360ONE,31-DEC-202,0.0,0.0,0.0,0.0,
16f60c34-42ae-48f9-9de5-dd4cd8aecbfd,360ONE,30-SEP-202,0.0,0.0,0.0,0.0,
d98de4be-0419-42c7-a425-b274e76fbd25,360ONE,31-MAR-202,0.0,0.0,0.0,0.0,
6672342e-5fb8-46d0-8a03-ddda1c369f0c,360ONE,31-DEC-201,0.0,0.0,0.0,0.0,
ca5f12c8-0cad-4a41-8ea8-a487a5eea5d5,360ONE,30-SEP-201,0.0,0.0,0.0,0.0,
fb6785de-7065-43ed-aea6-238d75e2a0b0,360ONE,18-SEP-201,0.0,0.0,0.0,0.0,
0c75ba41-ebad-48ac-a78b-65f80ee76702,3IINFOLTD,31-DEC-202,0.0,0.0,0.0,0.0,
4ae63f48-6abb-41c0-8795-3ebcee3d30cd,3IINFOLTD,28-OCT-202,0.0,0.0,0.0,0.0,
be2bc4c5-7d3f-4cf4-b8b2-748b80df6f66,3IINFOLTD,30-SEP-202,0.0,0.0,0.0,0.0,
56db5996-1cee-4448-96f2-3c877acd2a00,3IINFOLTD,30-JUN-202,0.0,0.0,0.0,0.0,
f44328d9-4b9f-4e2b-aa66-c18f9a2c21ef,3IINFOLTD,31-MAR-202,0.0,0.0,0.0,0.0,
f630606c-5b5f-4d5e-a5b5-7fd7d5b9c036,3IINFOLTD,31-DEC-202,0.0,0.0,0.0,0.0,
5b6439a6-2c09-43ab-b30c-385f1f2d97d8,3IINFOLTD,30-SEP-202,0.0,0.0,0.0,0.0,
14ca874f-bec3-4d33-b38d-b21df53d0141,3IINFOLTD,30-JUN-202,0.0,0.0,0.0,0.0,
b4ac0a6c-4417-489a-902f-a2586ad92eec,3IINFOLTD,31-MAR-202,0.0,0.0,0.0,0.0,
716d0d15-3cd7-4808-bfd5-06f6a0faf276,3IINFOLTD,31-DEC-202,0.0,0.0,0.0,0.0,
422b438e-8ac1-4592-b453-d2e29929f285,3IINFOLTD,30-SEP-202,0.0,0.0,0.0,0.0,
7f05fc65-0449-44ed-b67b-49287f722819,3IINFOLTD,30-JUN-202,0.0,0.0,0.0,0.0,
189a5847-625c-4868-a5e9-77a187ec30f6,3IINFOLTD,31-MAR-202,0.0,0.0,0.0,0.0,
045843cd-5a01-4819-a60f-e446f423c6b4,3IINFOLTD,31-DEC-202,0.0,0.0,0.0,0.0,
d4bb15a4-1dee-4a16-81ce-c8e0e2ab0bea,3IINFOLTD,30-SEP-202,0.0,0.0,0.0,0.0,
2c9966bc-2b05-4dcd-8ddf-95f444c18f96,3IINFOLTD,30-JUN-202,0.0,0.0,0.0,0.0,
17674aa8-3826-44ab-9af7-bee66a97b760,3IINFOLTD,31-MAR-202,0.0,0.0,0.0,0.0,
c0889498-e88c-4f05-9974-6d9f1eeb21bc,3IINFOLTD,31-DEC-202,0.0,0.0,0.0,0.0,
bdc253ea-43ef-4bf9-b247-0e71e7dee830,3MINDIA,31-DEC-202,0.0,0.0,0.0,0.0,
f3d1dcc3-78fb-48e6-a8a6-7932feb4743e,3MINDIA,30-SEP-202,0.0,0.0,0.0,0.0,
b8535634-ae5d-4909-95cc-9d9cdac9af5b,3MINDIA,30-JUN-202,0.0,0.0,0.0,0.0,
3262cd81-56ef-4ff0-a71e-115358eff9af,3MINDIA,31-MAR-202,0.0,0.0,0.0,0.0,
68e68f51-a9f4-42a5-945d-81412c75d763,3MINDIA,31-DEC-202,0.0,0.0,0.0,0.0,
2a9eb968-685a-442d-88da-7f88faae1443,3MINDIA,30-SEP-202,0.0,0.0,0.0,0.0,
35163103-9354-4b65-8862-64711ec08f06,3MINDIA,30-JUN-202,0.0,0.0,0.0,0.0,
24186360-e38f-4ab1-bb23-251d65d0f5e7,3MINDIA,31-MAR-202,0.0,0.0,0.0,0.0,
421047b9-053f-433c-9107-c63f39606d1f,3MINDIA,31-DEC-202,0.0,0.0,0.0,0.0,
9c575bc4-03bc-4446-a969-879c3efc6d54,3MINDIA,30-SEP-202,0.0,0.0,0.0,0.0,
34ff407c-b0ea-49d8-a768-8f33769b61f1,3MINDIA,30-JUN-202,0.0,0.0,0.0,0.0,
20fab7bb-4db0-4b00-8929-acadee85bec7,3MINDIA,31-MAR-202,0.0,0.0,0.0,0.0,
921f1173-f6f3-43ef-bec3-ccf7f1a98f5e,3MINDIA,31-DEC-202,0.0,0.0,0.0,0.0,
07f15a92-9e1f-4166-beab-f32effc36b65,3MINDIA,30-SEP-202,0.0,0.0,0.0,0.0,
c03df0b2-468b-43f4-b811-94aa85076ef5,3MINDIA,30-JUN-202,0.0,0.0,0.0,0.0,
27785853-3c00-46df-ad70-df808883409b,3MINDIA,31-MAR-202,0.0,0.0,0.0,0.0,
7e9d4248-1647-4d60-8d8c-cd66b448696f,3MINDIA,31-DEC-202,0.0,0.0,0.0,0.0,
3f028586-779d-46f1-92eb-96ff63a5de37,3MINDIA,30-SEP-202,0.0,0.0,0.0,0.0,
c18301e0-e2ce-41f5-a797-34dcc5063d53,3MINDIA,30-JUN-202,0.0,0.0,0.0,0.0,
d6cd2f3f-f715-4df8-92ca-61a90b0d3083,3MINDIA,31-MAR-202,0.0,0.0,0.0,0.0,
a435eb6c-f66b-4bbf-914c-3bac84ba0985,3MINDIA,31-DEC-202,0.0,0.0,0.0,0.0,
d70fa444-2fd1-41c1-932a-5d775563824e,3MINDIA,30-SEP-202,0.0,0.0,0.0,0.0,
ab1aa07d-cd30-4d2a-8c6f-c88f0d4f85c6,3MINDIA,30-JUN-202,0.0,0.0,0.0,0.0,
7f56e13d-5bd6-479f-8952-10bfd921a3a9,3MINDIA,31-MAR-202,0.0,0.0,0.0,0.0,
3abd5168-a374-494b-b862-b7d9b64e853f,3MINDIA,31-DEC-201,0.0,0.0,0.0,0.0,
a8b92526-e694-4d7a-9a24-d7419caa608f,3MINDIA,30-SEP-201,0.0,0.0,0.0,0.0,
7d31b67b-1334-432c-a25e-e63176b6c481,3MINDIA,30-JUN-201,0.0,0.0,0.0,0.0,
9970edd9-6ed3-4cf0-9ec6-412985bd7858,3MINDIA,31-MAR-201,0.0,0.0,0.0,0.0,
749dcd44-b488-47bc-b230-279dece3acd3,3MINDIA,31-DEC-201,0.0,0.0,0.0,0.0,
779af03b-9150-4f81-9b2c-4b0ce2255c9a,3MINDIA,30-SEP-201,0.0,0.0,0.0,0.0,
3f2de271-515c-4cc4-a527-5648288e4d0d,3MINDIA,30-JUN-201,0.0,0.0,0.0,0.0,
58a1825b-ab97-4874-9cda-13fd06d6b6a4,3MINDIA,31-MAR-201,0.0,0.0,0.0,0.0,
5ce20b73-095c-4c35-a025-a62a120e20b0,3MINDIA,31-DEC-201,0.0,0.0,0.0,0.0,
44cdca74-e038-477c-b31e-e32fc2dd70d5,3MINDIA,30-SEP-201,0.0,0.0,0.0,0.0,
4a67491e-6901-474e-b803-4b6163f24135,3MINDIA,30-JUN-201,0.0,0.0,0.0,0.0,
6175d7e1-962b-485d-a090-2aa1bbe42cf4,3MINDIA,31-MAR-201,0.0,0.0,0.0,0.0,
421b7aca-4aaa-49ed-a185-14f475a3a438,3MINDIA,31-DEC-201,0.0,0.0,0.0,0.0,
dfa9b5c0-0bd1-44aa-bc89-48b345c88875,3MINDIA,30-SEP-201,0.0,0.0,0.0,0.0,
85a46d78-ca47-44de-a4df-4a1d4c9dc679,3MINDIA,30-JUN-201,0.0,0.0,0.0,0.0,
