company_id,filing_date,promoter_pledged_pct,risk_flag,qoq_change_percentage_points,trend,analysis_timestamp
20MICRONS,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-200,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
20MICRONS,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:28.206044
21STCENMGM,30-JUN-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-MAR-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-MAR-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-MAR-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.542186
21STCENMGM,31-MAR-200,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
21STCENMGM,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:32.543188
360ONE,03-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,18-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,27-MAY-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,29-OCT-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
360ONE,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:36.138204
3IINFOLTD,28-OCT-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3IINFOLTD,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:39.433830
3MINDIA,30-JUN-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-200,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
3MINDIA,31-MAR-202,0.0,normal,0.0,stable,2026-03-09T16:51:43.434427
5PAISA,02-AUG-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.143279
5PAISA,15-NOV-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,19-MAY-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,20-AUG-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-JUN-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-JUN-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-SEP-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,30-SEP-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-DEC-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-DEC-202,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
5PAISA,31-MAR-201,0.0,normal,0.0,stable,2026-03-09T16:51:47.144264
