case_id,company_id,company_cin,sector,dscr,debt_to_equity,interest_coverage,current_ratio,ebitda_margin,pat_margin,revenue_cagr,alm_short_term_gap_pct,gross_npa_pct,net_npa_pct,pcr
CAM_00062,COMP_00062,L53856JH2010PLC000062,Consumer Cyclical,,,,,,,,354607995.0,,,
CAM_00063,COMP_00063,L80394BR2010PLC000063,Basic Materials,,,,,,,,153767020.0,,,
CAM_00064,COMP_00064,L42680AR2010PLC000064,Industrials,,,,,,,,-344289491.0,,,
CAM_00065,COMP_00065,L76129OR2010PLC000065,Communication Services,,,,,,,,790589103.0,,,
CAM_00066,COMP_00066,L57925KA2010PLC000066,Industrials,,,,,,,,-163002817.0,,,
CAM_00067,COMP_00067,L23099JH2010PLC000067,Financial Services,,,,,,,,-541730016.0,6.241428571428571,2.182857142857143,65.0
CAM_00068,COMP_00068,L24320AN2010PLC000068,Financial Services,,,,,,,,441950185.0,8.168571428571429,2.212857142857143,72.9
CAM_00069,COMP_00069,L72004AN2010PLC000069,Basic Materials,,,,,,,,-89156376.0,,,
CAM_00070,COMP_00070,L87625KL2010PLC000070,Healthcare,,,,,,,,-171888445.0,,,
CAM_00071,COMP_00071,L79811KA2010PLC000071,Consumer Cyclical,,,,,,,,-111537254.0,,,
CAM_00072,COMP_00072,L10780DN2010PLC000072,Real Estate,,,,,,,,-188385613.0,,,
CAM_00073,COMP_00073,L27870TN2010PLC000073,Consumer Defensive,,,,,,,,-87950492.0,,,
CAM_00074,COMP_00074,L80533TS2010PLC000074,Basic Materials,,,,,,,,-281722025.0,,,
CAM_00075,COMP_00075,L81821TR2010PLC000075,Technology,,,,,,,,-176904752.0,,,
CAM_00076,COMP_00076,L40973AN2010PLC000076,Healthcare,,,,,,,,328872194.0,,,
CAM_00077,COMP_00077,L82687ML2010PLC000077,Industrials,,,,,,,,381467087.0,,,
CAM_00078,COMP_00078,L28995LD2010PLC000078,Consumer Cyclical,,,,,,,,-109902969.0,,,
CAM_00079,COMP_00079,L39312TR2010PLC000079,Industrials,,,,,,,,-409695055.0,,,
CAM_00080,COMP_00080,L16999BR2010PLC000080,Industrials,,,,,,,,-120899154.0,,,
CAM_00081,COMP_00081,L79348ML2010PLC000081,Financial Services,,,,,,,,-120297298.0,4.485714285714286,1.092857142857143,75.6
CAM_00082,COMP_00082,L24403TR2010PLC000082,Technology,,,,,,,,100881655.0,,,
CAM_00083,COMP_00083,L28035AS2010PLC000083,Consumer Cyclical,,,,,,,,-128250997.0,,,
CAM_00084,COMP_00084,L33441PY2010PLC000084,Healthcare,,,,,,,,421967068.0,,,
CAM_00085,COMP_00085,L42190LD2010PLC000085,Industrials,,,,,,,,-73422555.0,,,
CAM_00086,COMP_00086,L57334TS2010PLC000086,Real Estate,,,,,,,,-139930224.0,,,
CAM_00087,COMP_00087,L94222TR2010PLC000087,Consumer Defensive,,,,,,,,689129473.0,,,
CAM_00088,COMP_00088,L70610MN2010PLC000088,Industrials,,,,,,,,1204289752.0,,,
CAM_00089,COMP_00089,L57787MZ2010PLC000089,Industrials,,,,,,,,481500432.0,,,
CAM_00090,COMP_00090,L32692TR2010PLC000090,Consumer Cyclical,,,,,,,,-144270233.0,,,
CAM_00091,COMP_00091,L14697MH2010PLC000091,Consumer Cyclical,,,,,,,,-148185469.0,,,
CAM_00092,COMP_00092,L86515KL2010PLC000092,Basic Materials,,,,,,,,-132976820.0,,,
CAM_00093,COMP_00093,L59425PY2010PLC000093,Technology,,,,,,,,289141087.0,,,
CAM_00094,COMP_00094,L82512LD2010PLC000094,Healthcare,,,,,,,,-113842449.0,,,
CAM_00095,COMP_00095,L84932BR2010PLC000095,Basic Materials,,,,,,,,83324633.0,,,
CAM_00096,COMP_00096,L55980ML2010PLC000096,Technology,,,,,,,,-242036562.0,,,
CAM_00097,COMP_00097,L31111AP2010PLC000097,Healthcare,,,,,,,,232150799.0,,,
CAM_00098,COMP_00098,L98180CG2010PLC000098,Real Estate,,,,,,,,812341483.0,,,
CAM_00099,COMP_00099,L60418NL2010PLC000099,Financial Services,,,,,,,,-323085270.0,4.357142857142857,1.2857142857142858,70.5
CAM_00100,COMP_00100,L32562AS2010PLC000100,Industrials,,,,,,,,358330982.0,,,
CAM_00101,COMP_00101,L39237LD2010PLC000101,Healthcare,,,,,,,,-927066928.0,,,
CAM_00102,COMP_00102,L50220MP2010PLC000102,Basic Materials,,,,,,,,794016355.0,,,
CAM_00103,COMP_00103,L54674AP2010PLC000103,Healthcare,,,,,,,,269002099.0,,,
CAM_00104,COMP_00104,L88063PY2010PLC000104,Basic Materials,,,,,,,,723975462.0,,,
CAM_00105,COMP_00105,L74074AP2010PLC000105,Industrials,,,,,,,,1871015772.0,,,
CAM_00106,COMP_00106,L18555AR2010PLC000106,Industrials,,,,,,,,-398793173.0,,,
CAM_00107,COMP_00107,L24915AR2010PLC000107,Consumer Defensive,,,,,,,,2030330534.0,,,
CAM_00108,COMP_00108,L23949NL2010PLC000108,Financial Services,,,,,,,,-476956018.0,3.4057142857142857,0.8728571428571428,74.4
CAM_00109,COMP_00109,L90514BR2010PLC000109,Consumer Cyclical,,,,,,,,-204454968.0,,,
CAM_00110,COMP_00110,L81932GA2010PLC000110,Healthcare,,,,,,,,-836280293.0,,,
CAM_00111,COMP_00111,L74913PY2010PLC000111,Energy,,,,,,,,1346764298.0,,,
CAM_00112,COMP_00112,L42794MP2010PLC000112,Technology,,,,,,,,622786841.0,,,
CAM_00113,COMP_00113,L45201MZ2010PLC000113,Healthcare,,,,,,,,3404755275.0,,,
CAM_00114,COMP_00114,L40107LD2010PLC000114,Consumer Cyclical,,,,,,,,-667631989.0,,,
CAM_00115,COMP_00115,L26507MP2010PLC000115,Consumer Defensive,,,,,,,,4679866917.0,,,
CAM_00116,COMP_00116,L50246KA2010PLC000116,Consumer Cyclical,,,,,,,,1238351061.0,,,
CAM_00117,COMP_00117,L86384SK2010PLC000117,Basic Materials,,,,,,,,-109097129.0,,,
CAM_00118,COMP_00118,L53983AS2010PLC000118,Consumer Cyclical,,,,,,,,-288828952.0,,,
CAM_00119,COMP_00119,L57311TR2010PLC000119,Real Estate,,,,,,,,-848947430.0,,,
CAM_00120,COMP_00120,L35016NL2010PLC000120,Basic Materials,,,,,,,,4867025277.0,,,
CAM_00121,COMP_00121,L73377KL2010PLC000121,Healthcare,,,,,,,,-131263234.0,,,
CAM_00122,COMP_00122,L24554AS2010PLC000122,Financial Services,,,,,,,,-1702186659.0,5.797142857142857,0.9742857142857143,83.2
CAM_00123,COMP_00123,L75196DN2010PLC000123,Real Estate,,,,,,,,-722284842.0,,,
CAM_00124,COMP_00124,L65815MP2010PLC000124,Basic Materials,,,,,,,,-907985485.0,,,
CAM_00125,COMP_00125,L83158BR2010PLC000125,Basic Materials,,,,,,,,549244721.0,,,
CAM_00126,COMP_00126,L26775DN2010PLC000126,Financial Services,,,,,,,,-587426376.0,3.2399999999999998,0.9828571428571429,69.6
CAM_00127,COMP_00127,L22813AN2010PLC000127,Consumer Defensive,,,,,,,,-2208532321.0,,,
CAM_00128,COMP_00128,L79589CG2010PLC000128,Basic Materials,,,,,,,,664519275.0,,,
CAM_00129,COMP_00129,L37986GJ2010PLC000129,Energy,,,,,,,,-226609497.0,,,
CAM_00130,COMP_00130,L46134GJ2010PLC000130,Real Estate,,,,,,,,1420809959.0,,,
CAM_00131,COMP_00131,L18748TN2010PLC000131,Energy,,,,,,,,-635278878.0,,,
CAM_00132,COMP_00132,L69581DN2010PLC000132,Consumer Cyclical,,,,,,,,706355889.0,,,
CAM_00133,COMP_00133,L16803JH2010PLC000133,Healthcare,,,,,,,,-1031403263.0,,,
CAM_00134,COMP_00134,L13379LD2010PLC000134,Healthcare,,,,,,,,-241727576.0,,,
CAM_00135,COMP_00135,L58758JH2010PLC000135,Industrials,,,,,,,,-1685802783.0,,,
CAM_00136,COMP_00136,L29454LD2010PLC000136,Basic Materials,,,,,,,,533399454.0,,,
CAM_00137,COMP_00137,L11140ML2010PLC000137,Industrials,,,,,,,,-675762204.0,,,
CAM_00138,COMP_00138,L81169KA2010PLC000138,Basic Materials,,,,,,,,-784415796.0,,,
CAM_00139,COMP_00139,L78221CG2010PLC000139,Basic Materials,,,,,,,,2417776539.0,,,
CAM_00140,COMP_00140,L67121NL2010PLC000140,Consumer Defensive,,,,,,,,613476105.0,,,
CAM_00141,COMP_00141,L60090AN2010PLC000141,Basic Materials,,,,,,,,-292784112.0,,,
CAM_00142,COMP_00142,L38506AP2010PLC000142,Healthcare,,,,,,,,-196095157.0,,,
CAM_00143,COMP_00143,L64784SK2010PLC000143,Industrials,,,,,,,,-987362152.0,,,
CAM_00144,COMP_00144,L17031SK2010PLC000144,Healthcare,,,,,,,,-995052757.0,,,
CAM_00145,COMP_00145,L79731MP2010PLC000145,Industrials,,,,,,,,-174250975.0,,,
CAM_00146,COMP_00146,L32126DD2010PLC000146,Consumer Cyclical,,,,,,,,-775206241.0,,,
CAM_00147,COMP_00147,L90846BR2010PLC000147,Industrials,,,,,,,,-1177765314.0,,,
CAM_00148,COMP_00148,L20794MH2010PLC000148,Consumer Defensive,,,,,,,,-460051846.0,,,
CAM_00149,COMP_00149,L31469OR2010PLC000149,Financial Services,,,,,,,,3948635490.0,5.417142857142857,0.7442857142857143,86.3
CAM_00150,COMP_00150,L90055AS2010PLC000150,Communication Services,,,,,,,,-501577032.0,,,
CAM_00151,COMP_00151,L23575LD2010PLC000151,Basic Materials,,,,,,,,-1112130241.0,,,
CAM_00152,COMP_00152,L62107TS2010PLC000152,Consumer Cyclical,,,,,,,,-1143492816.0,,,
CAM_00153,COMP_00153,L69893MH2010PLC000153,Industrials,,,,,,,,-184296262.0,,,
CAM_00154,COMP_00154,L40032LD2010PLC000154,Basic Materials,,,,,,,,1436884880.0,,,
CAM_00155,COMP_00155,L42339GA2010PLC000155,Basic Materials,,,,,,,,-875275710.0,,,
CAM_00156,COMP_00156,L47308KL2010PLC000156,Basic Materials,,,,,,,,-990470141.0,,,
CAM_00157,COMP_00157,L73005BR2010PLC000157,Financial Services,,,,,,,,-345766357.0,3.27,0.5842857142857143,82.1
CAM_00158,COMP_00158,L19628BR2010PLC000158,Real Estate,,,,,,,,-1745856293.0,,,
CAM_00159,COMP_00159,L70440DN2010PLC000159,Industrials,,,,,,,,672008639.0,,,
CAM_00160,COMP_00160,L57650MP2010PLC000160,Real Estate,,,,,,,,4242840483.0,,,
CAM_00161,COMP_00161,L58080NL2010PLC000161,Financial Services,,,,,,,,720024257.0,4.147142857142858,0.7300000000000001,82.4
CAM_00162,COMP_00162,L51188DD2010PLC000162,Industrials,,,,,,,,4427305893.0,,,
CAM_00163,COMP_00163,L83937KL2010PLC000163,Consumer Cyclical,,,,,,,,3250043017.0,,,
CAM_00164,COMP_00164,L37183MH2010PLC000164,Financial Services,,,,,,,,1787122078.0,4.351428571428571,0.7999999999999999,81.6
CAM_00165,COMP_00165,L33274TS2010PLC000165,Real Estate,,,,,,,,1642050957.0,,,
CAM_00166,COMP_00166,L10712AR2010PLC000166,Basic Materials,,,,,,,,1575061473.0,,,
CAM_00167,COMP_00167,L39828DN2010PLC000167,Consumer Cyclical,,,,,,,,-1263761813.0,,,
CAM_00168,COMP_00168,L91348WB2010PLC000168,Consumer Cyclical,,,,,,,,-1304790751.0,,,
CAM_00169,COMP_00169,L45133MZ2010PLC000169,Real Estate,,,,,,,,-403551172.0,,,
CAM_00170,COMP_00170,L63178TR2010PLC000170,Consumer Cyclical,,,,,,,,-2407846919.0,,,
CAM_00171,COMP_00171,L14058CG2010PLC000171,Basic Materials,,,,,,,,7844676451.0,,,
CAM_00172,COMP_00172,L36030ML2010PLC000172,Consumer Cyclical,,,,,,,,10248241997.0,,,
CAM_00173,COMP_00173,L40605GJ2010PLC000173,Consumer Defensive,,,,,,,,18779713460.0,,,
CAM_00174,COMP_00174,L48491MZ2010PLC000174,Basic Materials,,,,,,,,-4173745146.0,,,
CAM_00175,COMP_00175,L80936MZ2010PLC000175,Real Estate,,,,,,,,-6307494472.0,,,
CAM_00176,COMP_00176,L67950MP2010PLC000176,Real Estate,,,,,,,,-2230516707.0,,,
CAM_00177,COMP_00177,L34092PY2010PLC000177,Industrials,,,,,,,,-10529555128.0,,,
CAM_00178,COMP_00178,L80148GA2010PLC000178,Basic Materials,,,,,,,,-5797667085.0,,,
CAM_00179,COMP_00179,L45361KL2010PLC000179,Industrials,,,,,,,,3284333783.0,,,
CAM_00180,COMP_00180,L99478WB2010PLC000180,Energy,,,,,,,,8048708930.0,,,
CAM_00181,COMP_00181,L24482ML2010PLC000181,Consumer Cyclical,,,,,,,,-3490776116.0,,,
CAM_00182,COMP_00182,L52140LD2010PLC000182,Basic Materials,,,,,,,,2067385129.0,,,
CAM_00183,COMP_00183,L14424AR2010PLC000183,Industrials,,,,,,,,7032642270.0,,,
CAM_00184,COMP_00184,L50416WB2010PLC000184,Consumer Cyclical,,,,,,,,-1727540429.0,,,
CAM_00185,COMP_00185,L19883NL2010PLC000185,Technology,,,,,,,,-4094966288.0,,,
CAM_00186,COMP_00186,L79149DN2010PLC000186,Consumer Defensive,,,,,,,,-2445215528.0,,,
CAM_00187,COMP_00187,L59082CG2010PLC000187,Basic Materials,,,,,,,,5477610676.0,,,
CAM_00188,COMP_00188,L98381TR2010PLC000188,Healthcare,,,,,,,,-1962939020.0,,,
CAM_00189,COMP_00189,L74697TN2010PLC000189,Industrials,,,,,,,,935598797.0,,,
CAM_00190,COMP_00190,L50721DD2010PLC000190,Technology,,,,,,,,-5600695385.0,,,
CAM_00191,COMP_00191,L72992CG2010PLC000191,Healthcare,,,,,,,,-1586537372.0,,,
CAM_00192,COMP_00192,L90638BR2010PLC000192,Basic Materials,,,,,,,,3532813108.0,,,
CAM_00193,COMP_00193,L63615TR2010PLC000193,Industrials,,,,,,,,-9424237680.0,,,
CAM_00194,COMP_00194,L42885SK2010PLC000194,Industrials,,,,,,,,-2277691886.0,,,
CAM_00195,COMP_00195,L49705KL2010PLC000195,Utilities,,,,,,,,-1453744089.0,,,
CAM_00196,COMP_00196,L28156DD2010PLC000196,Consumer Cyclical,,,,,,,,14104825210.0,,,
CAM_00197,COMP_00197,L33869DN2010PLC000197,Industrials,,,,,,,,-2541094396.0,,,
CAM_00198,COMP_00198,L10466TR2010PLC000198,Industrials,,,,,,,,21996508110.0,,,
CAM_00199,COMP_00199,L12602GJ2010PLC000199,Industrials,,,,,,,,2985453636.0,,,
CAM_00200,COMP_00200,L54439CG2010PLC000200,Consumer Cyclical,,,,,,,,-1736230725.0,,,
CAM_00201,COMP_00201,L91880MH2010PLC000201,Basic Materials,,,,,,,,-10633757657.0,,,
CAM_00202,COMP_00202,L36052MH2010PLC000202,Consumer Cyclical,,,,,,,,46362212319.0,,,
CAM_00203,COMP_00203,L75849AR2010PLC000203,Financial Services,,,,,,,,1339390924.0,5.965714285714285,0.7514285714285714,87.4
CAM_00204,COMP_00204,L72894MP2010PLC000204,Industrials,,,,,,,,28913348.0,,,
CAM_00205,COMP_00205,L71262WB2010PLC000205,Technology,,,,,,,,2219954.0,,,
CAM_00206,COMP_00206,L32319MH2010PLC000206,Healthcare,,,,,,,,7925946.0,,,
CAM_00207,COMP_00207,L16276TN2010PLC000207,Real Estate,,,,,,,,-1295954145.0,,,
CAM_00208,COMP_00208,L76689MN2010PLC000208,Financial Services,,,,,,,,142131085.0,4.534285714285714,0.9199999999999999,79.7
CAM_00209,COMP_00209,L58877CG2010PLC000209,Consumer Cyclical,,,,,,,,810975731.0,,,
CAM_00210,COMP_00210,L11422GA2010PLC000210,Consumer Cyclical,,,,,,,,2572208793.0,,,
CAM_00211,COMP_00211,L82225DD2010PLC000211,Consumer Defensive,,,,,,,,821482497.0,,,
CAM_00212,COMP_00212,L78634LD2010PLC000212,Technology,,,,,,,,7648848.0,,,
CAM_00213,COMP_00213,L36887NL2010PLC000213,Technology,,,,,,,,-39838986961.0,,,
CAM_00214,COMP_00214,L50042LD2010PLC000214,Consumer Defensive,,,,,,,,-469796652.0,,,
CAM_00215,COMP_00215,L22600MP2010PLC000215,Industrials,,,,,,,,-4749593709.0,,,
CAM_00216,COMP_00216,L90787MP2010PLC000216,Consumer Cyclical,,,,,,,,-1529411575.0,,,
CAM_00217,COMP_00217,L23992AP2010PLC000217,Financial Services,,,,,,,,-49878811584.0,6.638571428571429,2.1028571428571428,68.3
CAM_00218,COMP_00218,L72452TS2010PLC000218,Consumer Cyclical,,,,,,,,-3934893290.0,,,
CAM_00219,COMP_00219,L89553DD2010PLC000219,Basic Materials,,,,,,,,15310022554.0,,,
CAM_00220,COMP_00220,L30899TR2010PLC000220,Industrials,,,,,,,,15922494973.0,,,
CAM_00221,COMP_00221,L41309KA2010PLC000221,Industrials,,,,,,,,,,,
CAM_00222,COMP_00222,L99987SK2010PLC000222,Consumer Defensive,,,,,,,,,,,
CAM_00223,COMP_00223,L76223JH2010PLC000223,Financial Services,,,,,,,,-535352763.43,5.182857142857143,1.4957142857142858,71.1
CAM_00224,COMP_00224,L45722MP2010PLC000224,Industrials,,,,,,,,,,,
CAM_00225,COMP_00225,L87934KA2010PLC000225,Consumer Cyclical,,,,,,,,,,,
CAM_00226,COMP_00226,L63554GA2010PLC000226,Financial Services,,,,,,,,-1251999000.0,11.141428571428571,4.077142857142857,63.4
CAM_00227,COMP_00227,L40854WB2010PLC000227,Consumer Cyclical,,,,,,,,,,,
CAM_00228,COMP_00228,L95896MN2010PLC000228,Industrials,,,,,,,,,,,
CAM_00229,COMP_00229,L84143KA2010PLC000229,Healthcare,,,,,,,,,,,
CAM_00230,COMP_00230,L86502OR2010PLC000230,Communication Services,,,,,,,,,,,
CAM_00231,COMP_00231,L35611KL2010PLC000231,Financial Services,,,,,,,,37788333.34,5.715714285714285,1.0971428571428572,80.8
CAM_00232,COMP_00232,L29646KA2010PLC000232,Consumer Cyclical,,,,,,,,,,,
CAM_00233,COMP_00233,L70199AS2010PLC000233,Consumer Defensive,,,,,,,,,,,
CAM_00234,COMP_00234,L18178KA2010PLC000234,Consumer Cyclical,,,,,,,,,,,
CAM_00235,COMP_00235,L68863AS2010PLC000235,Financial Services,,,,,,,,20983839.04,5.324285714285714,1.6442857142857144,69.1
CAM_00236,COMP_00236,L25866OR2010PLC000236,Healthcare,,,,,,,,,,,
CAM_00237,COMP_00237,L41264MN2010PLC000237,Financial Services,,,,,,,,-259082884.92,4.974285714285714,1.282857142857143,74.2
CAM_00238,COMP_00238,L53438DD2010PLC000238,Consumer Defensive,,,,,,,,,,,
CAM_00239,COMP_00239,L50282TS2010PLC000239,Financial Services,,,,,,,,153470677.29,8.218571428571428,2.1142857142857143,74.3
CAM_00240,COMP_00240,L88289MN2010PLC000240,Industrials,,,,,,,,,,,
CAM_00241,COMP_00241,L26204SK2010PLC000241,Utilities,,,,,,,,,,,
CAM_00242,COMP_00242,L13175MP2010PLC000242,Financial Services,,,,,,,,148437500.01,3.0342857142857147,0.8185714285714286,73.1
CAM_00243,COMP_00243,L88566ML2010PLC000243,Consumer Cyclical,,,,,,,,,,,
CAM_00244,COMP_00244,L60256WB2010PLC000244,Communication Services,,,,,,,,,,,
CAM_00245,COMP_00245,L45088WB2010PLC000245,Basic Materials,,,,,,,,,,,
CAM_00246,COMP_00246,L66552MZ2010PLC000246,Healthcare,,,,,,,,,,,
CAM_00247,COMP_00247,L10771BR2010PLC000247,Consumer Cyclical,,,,,,,,,,,
CAM_00248,COMP_00248,L25977DN2010PLC000248,Consumer Cyclical,,,,,,,,,,,
CAM_00249,COMP_00249,L57309BR2010PLC000249,Industrials,,,,,,,,,,,
CAM_00250,COMP_00250,L40452TN2010PLC000250,Healthcare,,,,,,,,,,,
CAM_00251,COMP_00251,L63022GA2010PLC000251,Consumer Defensive,,,,,,,,,,,
CAM_00252,COMP_00252,L37636BR2010PLC000252,Industrials,,,,,,,,,,,
CAM_00253,COMP_00253,L17817DD2010PLC000253,Consumer Cyclical,,,,,,,,,,,
CAM_00254,COMP_00254,L19627GA2010PLC000254,Consumer Defensive,,,,,,,,,,,
CAM_00255,COMP_00255,L18407SK2010PLC000255,Consumer Cyclical,,,,,,,,,,,
CAM_00256,COMP_00256,L47624KA2010PLC000256,Financial Services,,,,,,,,-136184547.28,5.897142857142858,1.3214285714285714,77.6
CAM_00257,COMP_00257,L65987GJ2010PLC000257,Consumer Cyclical,,,,,,,,,,,
CAM_00258,COMP_00258,L80072WB2010PLC000258,Industrials,,,,,,,,,,,
CAM_00259,COMP_00259,L66631GJ2010PLC000259,Financial Services,,,,,,,,-842233347.92,3.96,0.76,80.8
CAM_00260,COMP_00260,L66496OR2010PLC000260,Financial Services,,,,,,,,164306118.24,3.4642857142857144,0.9071428571428571,73.8
CAM_00261,COMP_00261,L39881JH2010PLC000261,Basic Materials,,,,,,,,,,,
CAM_00262,COMP_00262,L34836MP2010PLC000262,Consumer Cyclical,,,,,,,,,,,
CAM_00263,COMP_00263,L68192SK2010PLC000263,Basic Materials,,,,,,,,,,,
CAM_00264,COMP_00264,L76480DD2010PLC000264,Consumer Cyclical,,,,,,,,,,,
CAM_00265,COMP_00265,L73975AR2010PLC000265,Consumer Cyclical,,,,,,,,,,,
CAM_00266,COMP_00266,L49107MP2010PLC000266,Basic Materials,,,,,,,,,,,
